,V1,V2
X200574_60,1.999999986,2
X200576_19,1.997371741,1
X200576_49,1,1.999864798
X200589_42,1.994005644,1.999997748
X200589_58,1.994005644,1.999997748
X200601_57,1.999273651,1.483870968
X200602_49,1.78860604,1.972979961
X200606_27,1.999991549,NA
X200609_30,1.982549002,1.999958189
X200614_40,1.985015323,1.997163645
X200614_41,1.985015323,1.997163645
X200614_68,1.951266251,1.992909113
X200618_54,1.999999322,1.999905688
X200622_45,1.999999926,2
X200631_5,1.995614043,1.998617372
X200631_19,1.943204311,1
X200631_33,1.999999981,2
X200631_43,1.943204311,1
X200634_44,1.999989749,2
X200634_65,1.966549986,1.844897959
X200640_33,1.99504718,1.943800178
X200640_56,1.458779693,1.943800178
X200642_33,1.81769607,1.999850824
X200642_42,1.999439511,1.788961039
X200644_46,2,2
X200648_43,1.999999999,1.999864798
X200648_60,1.999680292,1.999999993
X200648_62,1.999680292,1.999999993
X200651_34,1,1.999958189
X200651_39,1.909721774,1.868852459
X200651_60,1.227272727,1.973907226
X200655_29,1.999907078,1.999840597
X200655_55,1.415231299,1.881355932
X200657_14,1.538778312,NA
X200665_58,1.99977341,1.993155994
X200666_36,1.999999877,2
X200673_47,1.999960345,1.999895474
X200673_48,2,2
X200673_53,1.999999924,1.999999906
X200678_28,1.953956175,1.999999906
X200678_47,1.917447983,1.999988135
X200678_52,1.415231299,1.893829401
X200680_9,1.589500861,NA
X200680_14,1.578659371,NA
X200680_16,1.809159006,NA
X200680_18,1.558052434,NA
X200680_28,1.983525362,NA
X200680_50,1.897560626,NA
X200680_56,1.578659371,NA
X200680_64,1.558052434,NA
X200690_9,2,NA
X200692_14,1.636842105,NA
X200692_18,1.99933366,NA
X200692_50,2,NA
X200699_32,1.999999995,1.999999975
X200699_56,1.999999998,1.999999691
X200699_57,1.999999999,1.999999691
X200702_61,1.227272727,1.993155994
X200711_17,1.996348103,2
X200711_18,1.995657659,2
X200719_13,1.288461538,1.943800178
X200722_43,1.541717824,1.918400258
X200723_25,1.999999995,NA
X200731_14,1.739683473,NA
X200734_26,1.939679874,1.918400258
X200734_48,1.977769518,1.999999396
X200734_64,2,2
X200735_35,1.627363389,1.737704918
X200740_6,1.409660107,1.754237288
X200740_35,1.230769231,1.754237288
X200745_35,1.987958427,1.483870968
X200746_65,1.883970842,1.999351396
X200750_19,1.718816068,1.555555556
X200752_26,1.970012379,1
X200753_44,1.998612369,1.868852459
X200754_45,1.761441091,NA
X200755_27,1.996434922,NA
X200755_28,1.568181818,NA
X200756_15,1.948525889,1.868852459
X200756_64,1.961288065,1.999399992
X200757_33,1.538778312,NA
X200761_48,1.48026999,1.864361702
X200761_65,1.999380926,NA
X200763_42,1.999999731,2
X200773_66,1.904748837,NA
X200779_19,1.911865283,NA
X200779_34,1.968557344,NA
X200785_28,1.999999999,2
X200785_59,1.999999998,2
X200789_17,1.74331259,NA
X200798_8,1.988114883,1.535714286
X200799_35,1.864020638,1.881355932
X200802_65,1.807511737,1.906204906
X200812_5,1.998311899,1.997712469
X200812_11,2,2
X200812_35,1.951266251,1.5
X200812_42,1.999680292,1.999996045
X200814_17,1.953956175,1.935537649
X200816_58,1.426829268,1.935537649
X200819_35,1.853636239,1.576923077
X200824_18,1.541717824,1.5
X200824_48,1.961288065,1.754237288
X200824_49,1.997385343,1.999938191
X200827_41,1.67049758,1.935537649
X200828_39,1.999973563,1.999999217
X200828_40,1.999973563,1.999999217
X200829_53,1.858829625,1.881355932
X200838_40,1.999563424,1.999999975
X200850_46,1.995611275,1.999991616
X200850_62,1.654787708,1
X200855_25,1.999325404,NA
X200856_17,2,1.999351396
X200859_27,1.999999999,NA
X200859_33,1.991444859,NA
X200861_46,1.945737832,1.935537649
X200862_47,1.223880597,1.935537649
X200863_27,1.932458636,1.985259063
X200863_30,1.999770532,1.999399992
X200865_49,1.999999988,1.999999998
X200865_52,1.990266613,1.5
X200869_25,1.998994286,1.999997084
X200872_20,1.965811986,NA
X200872_28,1.512121212,NA
X200874_55,1.567772891,1
X200875_52,2,2
X200882_46,1.994634159,1.881355932
X200883_41,1.909721774,1.99974615
X200883_43,1.880909574,1.968880245
X200891_43,1.999994406,NA
X200895_9,1.688944157,1.681818182
X200895_44,1.999999898,2
X200895_48,1.919590935,NA
X200900_25,1.970012379,1.997712469
X200900_38,1.241935484,1.999601493
X200910_54,1.999886158,1.966400106
X200929_26,1.999999997,2
X200931_33,1.889930644,1.999587571
X200936_19,1.999983477,1.999850824
X200936_31,1.999999894,1.999982704
X200937_34,1.999999987,2
X200941_22,1.535548505,1.893829401
X200941_43,1.838151499,1.517241379
X200946_27,1.999841096,1.972979961
X200946_40,1.858829625,1.999999217
X200946_56,1.999997826,1.999999999
X200947_12,1.925037019,1
X200950_14,1.928420119,1.918400258
X200950_58,1.945737832,1
X200956_67,1.998934431,1.999840597
X200957_63,NA,1.754237288
X200961_50,1.998092007,NA
X200961_57,1.541717824,NA
X200964_22,1.999999553,1.999991616
X200965_10,1.71084417,1.771324864
X200965_43,1.635600249,1.994788588
X200966_9,1.925042818,1
X200966_56,1.99963503,1.984273821
X200968_33,1,1.943800178
X200969_11,1.998586835,1.999884038
X200969_21,1.883970842,1
X200969_32,1.883970842,1
X200969_50,1.644027589,1
X200972_23,1.981237072,1
X200975_11,1.992418758,NA
X200975_23,1.992418758,NA
X200977_49,1.234375,1.754237288
X200977_68,1.661391076,1.988139648
X200983_6,1.961288065,1.972979961
X200986_19,NA,1.789473684
X200993_16,1.997077642,1.990692114
X200993_47,1.999165958,1.990692114
X200993_65,1.999999992,2
X200999_31,1.970012379,1.992682512
X200999_64,1.999938132,1.999932962
X201002_68,1.910292026,2
X201009_11,1.810610514,1.973907226
X201009_48,1.999997953,2
X201013_25,1.641911443,1.737704918
X201017_60,1.998788737,1.999932962
X201022_40,2,2
X201023_22,1,1.943800178
X201023_59,1.999994984,1.999976822
X201024_40,1.730725916,1
X201027_18,1.227272727,1.868852459
X201027_41,1.99995311,1.999895474
X201027_51,1.794333968,1.483870968
X201029_43,1.999999891,1.999999999
X201029_47,1.973228713,1
X201031_33,1.972475869,1
X201032_7,NA,1.999997748
X201032_17,NA,1.999999396
X201032_47,NA,1.999999396
X201032_48,NA,1.999999396
X201033_14,1.99879972,NA
X201033_45,1.999999999,NA
X201033_57,1.999999999,NA
X201036_9,1.997692014,NA
X201036_21,1.948308458,NA
X201036_24,1.999857612,NA
X201043_13,1.999999999,2
X201043_18,1.99720958,1.999997748
X201043_41,1,1.966400106
X201043_57,1.999993449,2
X201047_62,1.946665082,1.990692114
X201063_39,1.879589179,1.990692114
X201063_42,1.999999418,1.999999891
X201063_55,1.966549986,1.999988135
X201063_65,1,1.893829401
X201065_23,1.99999895,2
X201065_28,1.999872513,1.999965887
X201066_32,1.319148936,1.737704918
X201069_5,1.997465535,1.972979961
X201069_30,1.997465535,1.978962223
X201070_25,1.999344927,1.999959125
X201070_57,1.993122679,1.966400106
X201070_61,1.907918418,1.918400258
X201070_65,1.981295929,1.918400258
X201095_39,1.998042039,1.923344948
X201096_31,1.928420119,1.993155994
X201096_36,1.78860604,1
X201112_29,1.999999997,2
X201112_58,1.736981111,1
X201120_37,1.987672275,NA
X201120_65,1.998494959,NA
X201123_14,1.9763595,1.994728732
X201123_23,1.996054559,1.999997084
X201123_63,1.749719922,1.994728732
X201126_23,1.99785349,1
X201127_13,1.999995571,1.999032198
X201129_15,2,NA
X201130_58,1.998815373,NA
X201134_36,1.535548505,1.771324864
X201134_52,1.999999999,1.999999993
X201136_62,1.994890941,1.999999998
X201139_24,1.561044547,NA
X201140_25,1.999840054,1.999999919
X201140_62,1.999840054,1.935537649
X201149_30,1.999978775,NA
X201149_57,1.689176688,NA
X201149_59,1.529605263,NA
X201149_63,1.689176688,NA
X201163_62,1.994005644,1.973907226
X201175_5,1.999999996,2
X201181_6,1.998883391,NA
X201181_7,1.998883391,NA
X201181_53,1.939679874,NA
X201182_59,1.885426406,NA
X201182_65,1.736981111,NA
X201189_27,1.729138167,1.972979961
X201189_51,1.589500861,1.972979961
X201189_68,1.729138167,1.972979961
X201190_16,1.982741185,1.737704918
X201199_7,1.999238879,1.999991616
X201199_32,1.889930644,1.998617372
X201199_55,1.661391076,1.996889088
X201201_23,1.749719922,1.918400258
X201202_64,1.25,1.754237288
X201216_7,1.968877325,1.994728732
X201216_41,1.99999852,1.999999973
X201225_64,1.999993373,1.999840597
X201235_33,1.762759412,1.994728732
X201235_62,1.762759412,1.994728732
X201239_26,1.987958427,1.999840597
X201248_13,1.999938524,1.737704918
X201261_5,1.95683813,1
X201261_23,1.983525362,1.989867485
X201264_21,1.879589179,1.986560042
X201264_62,1.998494959,1.999293133
X201266_36,1.811772834,1.807127883
X201267_66,1.724547264,1.999918044
X201271_39,1.9994773,1.998487228
X201273_54,1.91360024,1.996889088
X201281_54,1.78860604,1.918400258
X201287_6,1.71084417,1
X201289_46,1.979398277,1
X201290_53,1.999997224,1.999850824
X201290_59,1.949269398,1.990692114
X201291_21,1.999995635,2
X201291_42,1.998513811,1.973907226
X201294_27,1.558052434,NA
X201295_6,1.999999575,2
X201295_13,1,1.968880245
X201295_25,1.674936637,1.993155994
X201295_29,1.99997751,2
X201295_64,1.999938132,1.999958189
X201302_10,1.904748837,NA
X201302_35,1.904748837,NA
X201302_60,1.999999988,NA
X201302_66,1.600722674,NA
X201304_17,1.97978811,1
X201308_52,1.994356101,NA
X201313_21,1.541717824,1.483870968
X201313_36,1.98380616,1.737704918
X201318_55,1.3125,1.999999959
X201321_40,1.999999939,2
X201322_13,1.903331734,1.984273821
X201322_25,1.999995708,2
X201327_21,NA,1.6
X201327_37,NA,1.978962223
X201327_51,NA,1.844897959
X201327_54,NA,1.997560837
X201328_31,1.541717824,1.737704918
X201328_33,1.987958427,1.999991616
X201328_51,1.880909574,1.994728732
X201335_13,1,1.825791855
X201335_20,1.689176688,1.844897959
X201335_38,1.999753799,1.844897959
X201335_39,1.997948501,1
X201336_20,1.97978811,1.994728732
X201336_29,1.999999979,2
X201350_63,1.931740853,1
X201351_9,1.982871449,1.999999028
X201359_5,1.967504536,1.973907226
X201359_16,1.999999977,2
X201366_8,1.999999999,2
X201366_16,1.999999993,1.99999331
X201366_40,1.635600249,1.625
X201376_24,1.985266234,NA
X201385_56,1.997458501,1.998900189
X201398_10,NA,2
X201398_20,NA,1.999999962
X201404_23,1.962199524,1.996335048
X201404_25,1.985558787,1.998725234
X201404_35,1.943204311,1.989867485
X201404_54,1.9999997,2
X201404_65,1.999713425,1.999932962
X201412_11,1.974020561,NA
X201412_22,1.974020561,NA
X201421_35,1.938259416,1.999958189
X201424_33,1.999721829,1.999999691
X201424_48,1.997538479,1.754237288
X201424_56,1.993085079,1.943800178
X201426_48,NA,1.999999999
X201427_7,1.997984956,NA
X201432_55,1.999950215,1.998725234
X201432_61,1.999950215,1.998725234
X201437_11,1.223880597,1.868852459
X201437_52,1.999999997,2
X201437_56,1.999999997,2
X201443_5,1.600722674,NA
X201443_17,1.729138167,NA
X201443_42,1.578659371,NA
X201451_50,1.512121212,NA
X201451_68,1.774550976,NA
X201459_56,1,1.998378491
X201463_9,1.890008203,NA
X201463_13,1.520723753,NA
X201465_23,1.800352879,NA
X201470_12,1.538778312,NA
X201474_7,1.520723753,1.5
X201474_10,1.520723753,1.5
X201474_40,1.520723753,1.5
X201479_30,1.998853192,1.999998742
X201479_41,1.78860604,1.881355932
X201479_42,1.999999998,2
X201485_5,1,1
X201485_14,1,1.999051683
X201492_60,NA,1.999999993
X201496_51,1.999999998,1.999938191
X201497_17,1.999995635,1.999999998
X201497_35,1.74331259,1
X201498_9,1.74331259,1
X201498_16,1.805919275,1
X201498_17,1.74331259,1
X201499_62,1.925037019,1
X201512_22,NA,1.998378491
X201512_24,NA,1.951740637
X201514_25,1.997508954,1.999999891
X201515_61,1.99122835,1.999983788
X201522_34,1.398945124,1.999575078
X201522_51,1.928420119,1.930316742
X201525_68,1.99999973,1.999999998
X201528_8,1.999998811,1.999999028
X201531_22,1.889930644,NA
X201531_44,1.858829625,NA
X201537_6,1.999986791,NA
X201537_8,1.999986791,NA
X201537_21,1.998586835,NA
X201539_28,1.999999759,2
X201539_29,1.999999759,2
X201539_34,1.999439511,1.6
X201539_39,1.956616181,1.997560837
X201539_62,1.956616181,1.997560837
X201540_54,1.999809584,1.982779275
X201547_15,1.991762946,NA
X201547_17,1.991762946,NA
X201548_42,1.999370952,NA
X201548_60,1.994005644,NA
X201549_64,1.953684597,1.951740637
X201551_7,1.982741185,1
X201551_18,1.254237288,1.754237288
X201551_35,1.77609178,1.988139648
X201551_54,1.999504086,1.999601493
X201555_31,1.925037019,1.992682512
X201556_7,1.649759348,NA
X201556_12,1.649759348,NA
X201556_15,1.795692953,NA
X201559_9,1.999996003,1.999988135
X201559_10,1.999996003,1.999988135
X201559_33,1.998905572,1.999748501
X201559_51,1.99992442,1.999999993
X201568_6,1.999999385,1.984273821
X201580_47,1.999999875,1.978551394
X201585_19,1,1.935537649
X201596_19,1.999395511,2
X201599_43,1.999999731,2
X201600_33,1.999921294,1.997712469
X201604_20,1,1.935537649
X201608_55,1.935021668,1
X201612_15,1.979541615,1.999748501
X201614_52,NA,1.978551394
X201615_16,1.784068279,1.6
X201622_37,1.995012037,NA
X201632_33,1.578659371,NA
X201632_51,1.930941007,NA
X201632_54,1.578659371,NA
X201635_44,1.998177794,2
X201644_34,1.999987109,1.999965887
X201644_56,1.99999983,1.999998742
X201646_10,1.661391076,1.576923077
X201646_62,1.885426406,1.959296469
X201647_9,1.98380616,1.990692114
X201647_37,2,1.999999998
X201647_47,1.730725916,1.5
X201652_21,1.999999885,2
X201659_63,1.85379035,NA
X201666_55,2,2
X201668_25,1.999842241,NA
X201670_17,1.724547264,1
X201670_32,1.969061235,1.968880245
X201676_15,1.999986508,NA
X201686_42,1.994265235,2
X201690_15,1.848467182,NA
X201701_46,1.884763303,1.978551394
X201703_18,1.999677817,NA
X201721_42,1.994509659,1.985259063
X201723_5,1.998853192,1.999999849
X201726_62,1.996853097,NA
X201736_32,1.535548505,1.935537649
X201737_7,2,2
X201738_27,1.817664038,NA
X201738_53,1.982635739,NA
X201743_35,NA,1.788961039
X201746_38,1.999625234,1.978551394
X201750_48,1.999999999,2
X201754_8,1.529605263,1.918400258
X201754_15,1.529605263,1.918400258
X201754_32,1.783043745,1.999997748
X201764_66,1.558052434,NA
X201764_68,1.708716377,NA
X201770_30,1.953376074,1
X201770_54,1.953376074,1
X201770_55,1.953376074,1
X201775_55,1.925037019,1.754237288
X201775_64,1.674936637,1.999976822
X201796_17,1.999757986,NA
X201799_16,1.898887141,1
X201799_54,1.944592579,1.5
X201803_13,1.999812801,NA
X201803_22,1.999812801,NA
X201805_49,1.92924789,1.984273821
X201805_66,1.92924789,1.992682512
X201809_68,1.961288065,1
X201810_60,1.928770751,1.985259063
X201811_27,1.999985811,2
X201811_62,1.977452127,1.952821462
X201818_19,1.999583404,1.999748501
X201826_19,2,2
X201826_65,1.950713059,1.966400106
X201827_24,1.971134059,1
X201832_60,1.234375,1.941836735
X201838_42,1.999998861,1.999988135
X201839_33,1.78860604,1
X201841_16,1.992604978,NA
X201842_16,1.574651131,1.5
X201842_18,1.574651131,1.5
X201842_24,1.961695143,1
X201843_44,1.554461942,1.968880245
X201843_46,1.994575018,1.996889088
X201845_34,1.995611275,1.555555556
X201858_64,1.905815945,1
X201859_43,1.718385012,1.483870968
X201859_50,1.853636239,1.99974615
X201859_51,1.853636239,1.99974615
X201861_50,1.838151499,1
X201861_58,1.996033943,1.999895474
X201865_23,1.992266849,NA
X201866_13,1.975424252,1.754237288
X201874_7,2,2
X201879_57,1.999475276,1.999995504
X201879_58,1.999999844,2
X201896_36,1.703424254,1.5
X201905_68,1.724547264,1.998617372
X201909_31,1.925037019,1.714285714
X201909_44,1.99390086,1.923344948
X201911_42,1.561044547,1.973907226
X201911_46,1.956592864,1.5
X201921_7,1.999991002,1.999996867
X201921_38,1.999946582,1.999999962
X201922_35,1.99999709,1.99999331
X201928_60,1,NA
X201929_20,1.999999815,2
X201929_52,1.823590332,1
X201932_28,1.998428448,1.999748501
X201934_54,1.999999848,1.999905688
X201935_23,NA,1.999999993
X201935_31,1.882019874,1
X201939_18,1.999999992,1.999983788
X201939_24,1.999999995,1.999997801
X201940_18,1.84758425,NA
X201940_51,1.999999175,NA
X201944_22,1.956592059,1.935537649
X201945_57,1.999809539,1.999983788
X201950_30,1,1.868852459
X201952_47,1.415231299,1.483870968
X201952_56,1.999969382,2
X201955_10,1.997626231,1.893829401
X201955_57,2,2
X201962_10,1.999955465,1.881355932
X201972_66,1.611442611,NA
X201982_31,1.997385343,1.999997801
X201982_44,1.998092007,1.999399992
X201986_42,1.995729454,1.807127883
X201987_29,1.901991334,NA
X201987_40,1.981295929,NA
X201987_66,1.48787062,NA
X201988_15,1.880909574,1
X201992_64,1.963675695,1.996335048
X201994_56,1.999755906,NA
X201995_12,1.999877262,1.992909113
X201995_37,1.999877262,1.986560042
X201999_18,1,1.825791855
X201999_42,1.999125025,NA
X202000_6,1.999991406,1.999999968
X202000_20,1.674936637,1.788961039
X202000_40,1.972047807,1.999748501
X202005_58,1.999999885,1.999958189
X202006_41,1,1.998617372
X202007_56,1.96355207,1.988139648
X202009_17,1.999979407,2
X202009_26,1.99122835,1.972979961
X202014_34,1.996468307,1.999754133
X202020_38,1.999987427,2
X202020_47,1.733830992,1.999991616
X202020_65,1.741736099,1.943800178
X202023_18,1.952637349,1.968880245
X202023_68,1.970179071,1.999399992
X202024_11,1.267857143,1.788961039
X202024_45,1.999985811,2
X202024_66,1.999874788,2
X202040_20,1.990266613,1.999999235
X202040_48,1,1.935537649
X202042_24,1.999765638,1
X202043_18,1.761441091,1.943800178
X202043_30,1.998873946,1.994728732
X202045_16,1.648295074,1.906204906
X202045_64,1.948525889,1.997163645
X202047_26,1.999992632,1.968880245
X202047_45,1.993401507,1.999399992
X202047_49,1.998612369,2
X202050_13,1.898887141,1.825791855
X202050_55,1.999437518,1.999575078
X202052_51,1.648295074,1.973907226
X202055_17,1.936461654,1.998487228
X202056_5,1.997670849,1.99999331
X202056_37,1.889930644,1.999884038
X202061_55,1.948525889,1.973907226
X202061_66,1.404233171,1.988139648
X202061_67,1.648295074,1.754237288
X202068_43,1,1.994996216
X202079_5,1.718385012,1.483870968
X202079_20,1.999999501,1.99974615
X202079_49,1.925042818,1.999999235
X202080_35,1.9994773,2
X202084_56,1.999999999,NA
X202084_62,1.999999999,NA
X202087_44,1.823590332,1.999948113
X202088_31,1.970966049,1.973907226
X202092_46,1.54802102,1.978962223
X202092_60,1.999809584,1.997560837
X202093_21,1.853644044,1
X202093_23,1.853644044,1
X202093_44,1.999985737,1.996335048
X202094_36,1.90017168,1
X202098_38,1.99996645,1.5
X202102_66,1.999165958,1.999976822
X202103_23,1.999999999,2
X202103_24,1.644027589,1.996889088
X202103_25,1.992418758,1.483870968
X202112_49,1.998873946,NA
X202112_53,1.85438612,NA
X202114_46,1.306122449,1.997163645
X202114_61,1,1.906204906
X202114_65,1.3125,1.99804572
X202115_8,1.965762284,1.5
X202119_45,1.674936637,NA
X202119_67,1.999155786,NA
X202124_31,1.495705751,1.844897959
X202128_39,1.654787708,1.973907226
X202129_40,1.999772007,1.999999998
X202132_50,1.958972507,1
X202137_63,1.730725916,1.868852459
X202150_55,1.674936637,1.999938191
X202156_22,1.996078328,1.893829401
X202156_48,1.979671132,1.999965887
X202163_10,1.999887563,1.999850824
X202163_49,1.988924369,1.517241379
X202163_53,1.997670849,1.788961039
X202163_66,1.935021668,1.999994497
X202170_15,1.398945124,1.968880245
X202173_36,1.588874402,1.535714286
X202183_53,1.762759412,1.868852459
X202184_21,1.415231299,1.893829401
X202184_40,1.999999856,1.999999998
X202184_48,1,1.978551394
X202184_57,1.661391076,1.771324864
X202187_9,1.999616171,1.99999392
X202188_29,1.998838447,NA
X202188_31,1.998838447,NA
X202188_32,1.998838447,NA
X202204_15,1.999998963,1.999996045
X202204_40,1.999996245,1.999965887
X202204_47,1.999998963,1.999996045
X202206_49,2,1.999997748
X202209_9,1.648295074,1.5
X202229_50,1.718385012,1.681818182
X202229_53,2,NA
X202229_58,1.959772424,NA
X202229_65,1.84758425,1.999995806
X202242_18,1.921261474,1
X202242_37,1.921261474,1
X202244_12,1.9763595,1.943800178
X202244_27,1.967916465,1.990692114
X202244_57,1.668106852,1.5
X202244_65,1.98728688,1.996062048
X202247_36,1.800105644,1
X202252_64,1.944592579,1.951740637
X202254_55,1.999997957,2
X202259_39,1.985015323,1.951740637
X202259_41,1.986175776,1.951740637
X202267_28,1.853644044,1
X202270_36,1.999979051,2
X202270_45,1.999979051,2
X202270_62,1.999979051,2
X202274_13,1.999644416,2
X202275_22,2,2
X202275_30,1.985015323,1
X202278_39,1.432868175,1.968880245
X202279_22,1.733830992,1.5
X202291_24,1.283018868,1.999786267
X202291_29,1.999999862,2
X202291_36,1.48787062,1.999786267
X202298_63,2,NA
X202310_65,1.998311899,1.788961039
X202314_48,1.941859679,1.918400258
X202316_66,2,2
X202321_7,1.999667785,1.993155994
X202321_66,2,1.999999975
X202321_68,2,1.999999975
X202324_18,1.985015323,1.999999819
X202324_48,2,2
X202328_41,1.999994296,1.999938191
X202331_18,1.81769607,NA
X202331_67,1.81769607,NA
X202333_9,1.254237288,1.893829401
X202333_41,1.959431651,1.997712469
X202333_47,1.959431651,1.996062048
X202334_14,1.999839104,2
X202337_26,1.99714046,2
X202339_63,1.48787062,1.771324864
X202347_45,1.99504718,NA
X202348_7,1.999999943,NA
X202348_61,1.589500861,NA
X202352_20,1.999893686,2
X202352_23,1.999860843,2
X202352_35,1.999957056,1.999032198
X202352_42,1,1.988139648
X202364_49,1.800105644,1.884057971
X202373_52,1.998853192,1.999958189
X202375_10,1.890318071,1.99997101
X202375_42,1.999999998,1.999999994
X202375_51,1.973228713,1.984273821
X202380_11,1.811772834,1.483870968
X202383_18,1.668106852,1.535714286
X202386_33,1.99720958,1.996062048
X202386_48,1.762759412,1.998378491
X202397_14,1.999995024,1.99999962
X202397_57,1.999999844,1.999999891
X202407_6,1.999538873,1.999999028
X202407_21,1.999999953,1.999999691
X202409_18,1.800105644,1.998617372
X202409_52,1.999999793,2
X202415_37,1.999504086,1.943800178
X202418_47,1.999999999,2
X202423_38,1.950713059,1.999999975
X202425_58,1.918890782,1.972515856
X202436_27,1.999999952,1.999999998
X202440_22,1.999926509,1.990692114
X202440_33,2,2
X202440_44,1.999999995,2
X202441_5,1,1.968880245
X202444_18,1.999887563,1.754237288
X202449_62,1.992885952,1.864361702
X202458_8,1.578659371,NA
X202458_24,1.999976576,NA
X202458_34,1.890318071,NA
X202458_54,1.890318071,NA
X202458_62,2,NA
X202458_65,1.890318071,NA
X202465_39,1.928420119,1.996889088
X202465_65,1.398945124,1.868852459
X202466_34,1.999999962,NA
X202475_61,1.999999704,2
X202482_10,1.999987387,NA
X202482_20,1.589500861,NA
X202482_22,1.999999998,NA
X202483_41,1.999999999,2
X202485_16,1.999999969,2
X202485_39,1.999999969,2
X202489_67,1.757907555,NA
X202492_40,1.999999981,NA
X202494_33,1.708716377,NA
X202503_55,1.761441091,NA
X202505_35,1.398945124,1.943800178
X202506_68,1.998866454,1.999994497
X202509_31,NA,1.576923077
X202509_46,NA,1.999999999
X202509_67,NA,1.999999217
X202510_22,1.999994984,1.999958189
X202511_17,2,2
X202514_40,1.999999844,1.999999998
X202516_55,1.948525889,1.999399992
X202529_9,1.992086562,NA
X202529_38,1.996853097,NA
X202529_39,1.996078328,NA
X202529_64,1.561044547,NA
X202531_12,1.581683521,1.985259063
X202531_53,1.769389633,1
X202532_64,1.529605263,NA
X202537_29,1.999999698,NA
X202545_54,1.999999999,NA
X202547_21,1.996563349,1
X202548_8,1.99999968,1.99999392
X202548_34,1.999921294,1.999997801
X202548_54,1.848467182,1.483870968
X202552_17,1.805919275,1
X202560_25,1.974616866,1
X202563_36,NA,1.999998962
X202566_14,1.992266849,1.5
X202568_22,1.999978176,1.999989616
X202568_47,1.994265235,1.996813433
X202582_31,1.998866454,1.999840597
X202582_55,1.817664038,1
X202584_54,1.932458636,1.825791855
X202587_26,2,NA
X202587_43,1.636842105,NA
X202593_67,2,2
X202598_33,1.974616866,1.959296469
X202599_33,1.999999999,NA
X202602_29,1.25862069,1.844897959
X202602_47,1.998699231,1.844897959
X202602_51,1.782864186,1.941836735
X202602_57,1.99997567,1.999765366
X202610_30,1.979541615,NA
X202610_56,1.999998811,NA
X202610_63,1.999999997,NA
X202631_42,1.891202286,1
X202634_7,1.999999967,1.999905688
X202634_22,1.999973442,2
X202642_13,1.999999885,1.999999993
X202642_21,1.999999885,1.999999993
X202643_62,1.997934777,1.972979961
X202646_67,1.999973563,1.999999962
X202658_19,1.876383428,1
X202658_61,1.976732003,1.483870968
X202658_65,1.976732003,1.483870968
X202669_18,1.729138167,NA
X202669_24,1.890318071,NA
X202669_57,1.558052434,NA
X202669_61,1.827040034,NA
X202669_66,1.970179071,NA
X202683_38,1.999999987,2
X202683_47,1.48787062,1.771324864
X202687_50,1.982635739,NA
X202688_62,1.981238553,1.99974615
X202688_66,1.554461942,1.868852459
X202690_7,1.999999852,2
X202691_38,1.3,1.986560042
X202692_15,1.993252988,NA
X202692_42,1.967916465,NA
X202695_9,1.999624639,1.999992116
X202695_14,2,2
X202696_17,1.796611398,1.868852459
X202700_18,1.95683813,NA
X202700_21,1.989944052,NA
X202700_44,1.999922236,NA
X202701_20,1,1.988139648
X202701_21,1,1.988139648
X202701_30,1.999809528,1.997712469
X202704_11,1.223880597,1.988139648
X202705_33,1.999809584,1.982779275
X202705_63,2,2
X202707_61,1.999122643,1.999601493
X202708_50,1.999866677,1.994728732
X202714_43,1.99999998,1.999895474
X202717_27,1.97708276,1.884057971
X202717_32,1.766171286,1.652173913
X202717_51,1.999999898,1.999999953
X202717_54,1.999996138,1.999999673
X202727_60,1.999935523,1.99974615
X202729_68,1.729138167,NA
X202745_19,1.843302071,1.943800178
X202746_6,1.91360024,1.996335048
X202746_64,1.736981111,1
X202751_52,1.999165958,1.999988135
X202754_43,1.999976077,NA
X202754_55,1.999976077,NA
X202759_10,1.999155786,NA
X202759_42,1.894418795,NA
X202759_66,1.999155786,NA
X202761_19,1.880909574,1.737704918
X202763_25,1.92924789,1.771324864
X202764_16,1.99785349,1.483870968
X202769_25,1.43907563,NA
X202770_31,1.938259416,1.998617372
X202770_39,1.938259416,1.998617372
X202770_48,1.981238553,1.99999392
X202770_52,1.74331259,1.737704918
X202777_6,1.405405405,1.652173913
X202777_21,2,2
X202778_33,1.864020638,1.483870968
X202779_9,1.97213028,NA
X202779_58,1.624375624,NA
X202784_38,NA,1.997560837
X202784_52,NA,1.999999959
X202785_40,1.958972507,1
X202787_58,1.869213522,NA
X202788_29,2,2
X202788_36,2,2
X202788_63,1.864020638,1.483870968
X202790_7,1.999999649,1.997712469
X202790_10,1.661391076,1.943800178
X202797_6,1.404233171,1.997712469
X202797_41,1.999625234,1.999976822
X202803_67,1.91360024,1
X202805_13,1.578659371,NA
X202810_19,1.77609178,NA
X202810_65,1.993085079,NA
X202813_44,1.661391076,1.576923077
X202813_61,1.999996701,2
X202816_59,1.843302071,1.951740637
X202817_56,1.982549002,1.999850824
X202818_57,1.736981111,1.483870968
X202821_59,1.78860604,1.998617372
X202823_40,2,2
X202828_26,1.805919275,1.998617372
X202828_34,2,2
X202829_18,1.846502792,NA
X202829_27,2,NA
X202829_30,1.925312742,NA
X202829_36,1.956685308,NA
X202829_39,1.992119215,NA
X202829_54,1.999475276,NA
X202830_38,1.909721774,1.973907226
X202831_19,1.999755906,1.999982014
X202832_23,1.999999962,2
