,JPA_SP,JPA_AM,JTR_TC-II,JTR_GI,JTR_NI
X196595_8,1.212698413,1.312905173,1,1,1.337662338
X196596_41,1.647246941,1.687107611,1.47012987,1.607142857,1.368421053
X196596_44,1.117647059,1,1.311594203,1.222222222,1
X196596_64,1.750250278,1.774794097,1.673957621,1.727472527,1.845201238
X196616_58,1.84248459,1.615302361,1.634763787,1.911538462,1.764705882
X196617_30,1.305322129,1.074393531,1.337662338,1,1.581544771
X196617_32,1.305322129,1.074393531,1.337662338,1,1.581544771
X196627_38,1.111111111,1.137735611,1,1,1
X196628_10,NA,NA,1.222222222,1.45,1.505494505
X196628_13,NA,NA,1.222222222,1.45,1.505494505
X196629_34,1,1.184135378,NA,NA,NA
X196629_59,1,1.178667435,NA,NA,NA
X196634_53,1,1.044444444,1.181818182,1.673957621,1
X196634_65,1.142857143,1.315459907,1.673957621,1.181818182,1.624148607
X196634_68,1.142857143,1.348828854,1.673957621,1.581544771,1.624148607
X196636_67,1.699923606,1.774794097,1.311594203,1.673957621,1.673957621
X196637_19,1.305322129,1.287410184,1.311594203,1.2,1.368421053
X196640_36,1.908496732,1.836682233,NA,NA,NA
X196640_53,1.908496732,1.836682233,NA,NA,NA
X196648_25,1.480976801,1.188801072,1.47012987,1,1.222222222
X196648_29,1.26984127,1.05,1.181818182,1.505494505,1.405228758
X196649_33,1.389508531,1.370995923,1,1.405228758,1.2
X196652_26,1.676125582,1.515297817,1.311594203,1,1.47012987
X196654_65,1.831593928,1.877804566,1.859683794,1.885030759,1.913312693
X196655_19,1.105263158,1.222305274,1,1,1
X196656_44,1.599331104,1.330022672,NA,NA,NA
X196656_60,1.84029304,1.790696725,NA,NA,NA
X196656_67,1,1.20980487,NA,NA,NA
X196656_68,1,1.20980487,NA,NA,NA
X196661_40,1.252873563,1.236949016,NA,NA,NA
X196661_41,1.886935287,1.850638047,NA,NA,NA
X196661_43,1.252873563,1.188801072,1.2,1,1
X196661_58,1.153846154,1.108763693,1,1.607142857,1.45
X196661_66,1.252873563,1.193349107,1.607142857,1,1
X196661_67,1.252873563,1.193349107,1.607142857,1,1
X196663_46,1.212698413,1.123571365,1,1,1
X196666_38,1.676125582,1.829394292,1.885030759,1.67254902,1.885030759
X196666_48,1,1.044444444,1.47012987,1,1.337662338
X196666_57,1.831593928,1.853178824,1.80861244,1.764705882,1.581544771
X196668_44,1.837535014,1.839890772,1.543948805,1.717234262,1.880718954
X196668_57,1.389508531,1.162095372,1,1,1
X196679_59,1.117647059,1.181322782,1,1,1
X196687_25,1.212698413,1.214398431,1.710615471,1.673957621,1.368421053
X196688_24,NA,NA,1,1,1.45
X196699_12,1.212698413,1.116388374,1.166666667,1,1
X196699_37,1.111111111,1.188123609,1.166666667,1,1.47012987
X196700_67,1,1.129943503,NA,NA,NA
X196700_68,1,1.13430127,NA,NA,NA
X196702_58,1,1.118688197,1.311594203,1,1
X196706_35,1.252873563,1.098101266,1.673957621,1.876373626,1.47012987
X196709_15,1.117647059,1.149966526,1.166666667,1,1
X196709_28,1.409047783,1.370995923,1.436758893,1.581544771,1.624148607
X196710_11,1.675606641,1.84105476,NA,NA,NA
X196710_13,1.675606641,1.84105476,NA,NA,NA
X196711_49,1.111111111,1.336749145,1.166666667,1.222222222,1.47012987
X196718_68,1.719772404,1.743801931,1.822134387,1.749145591,1.853588517
X196735_65,1.543948805,1.483780288,NA,NA,NA
X196737_10,1.409047783,1.489138577,1.181818182,1.25,1.337662338
X196737_11,1.409047783,1.489138577,1.181818182,1.25,1.337662338
X196741_29,1.407692308,1.314992295,1,1.45,1
X196745_19,1.125,1.19171825,1,1,1
X196745_40,1.125,1.040816327,1.311594203,1.368421053,1
X196745_64,1.647246941,1.726160486,1.436758893,1.2,1.337662338
X196747_50,1,1,1.581544771,1,1
X196754_20,1.811204482,1.881136141,1.886034256,1.749145591,1.853588517
X196754_32,1,1.038461538,1.166666667,1,1.337662338
X196758_40,1,1.411227661,1.624148607,1.4,1.47012987
X196758_56,1.903622693,1.883692696,1.909774436,1.666666667,1.853588517
X196759_25,1.430589544,1.652626411,NA,NA,NA
X196759_38,1.887068966,1.882536707,NA,NA,NA
X196759_40,1.824388209,1.877771307,NA,NA,NA
X196763_31,1.45444262,1,1.634763787,1.575757576,1
X196763_47,1,1.151635846,1,1,1.2
X196766_68,1.801944972,1.882378996,1.886034256,1.917647059,1.47012987
X196767_44,1,1.10999378,1,1.2,1.337662338
X196767_47,1.573257468,1.81268034,1.634763787,1.905882353,1.885030759
X196770_19,1,1.230814037,NA,NA,NA
X196770_39,1.201991465,1.329907344,NA,NA,NA
X196770_44,1.512632934,1.239995634,NA,NA,NA
X196770_51,1.201991465,1.15888331,NA,NA,NA
X196776_13,1.117647059,1.298016833,1,1.285714286,1.25
X196776_60,1.201991465,1.082017544,1,1,1
X196778_35,1.111111111,1.123571365,1,1.368421053,1.47012987
X196778_40,1.212698413,1.235315876,1.311594203,1.2,1.337662338
X196781_39,1.305322129,1.039215686,1,1,1.337662338
X196788_11,1.558176643,1.600155566,1.710615471,1.790299278,1.883384933
X196790_51,1.29065908,1.398602213,1.50877193,1,1
X196795_16,1.407692308,1.624711423,1.337662338,1.575757576,1
X196805_28,1.465749936,1.465572436,1.772727273,1.764705882,1.581544771
X196806_24,1.856565657,1.586629924,NA,NA,NA
X196811_58,1.465749936,1.62371134,1.50877193,1.717234262,1.47012987
X196831_22,1.772727273,1.852897979,NA,NA,NA
X196841_56,1.389508531,1.222305274,1.311594203,1.47012987,1.181818182
X196842_8,1,1,1.311594203,1,1.2
X196842_15,1.790739711,1.827145721,1.906832298,1.905882353,1.905882353
X196851_61,1.705982906,1.824885776,1.903622693,1.764705882,1.903622693
X196863_61,1.436758893,1.586273965,1,1.25,1
X196869_22,1.487752286,1.383706413,1.822134387,1,1.790299278
X196869_35,1.487752286,1.711057836,1.311594203,1.607142857,1.368421053
X196870_15,1.861545756,1.825138984,1.543948805,1.845201238,1.80861244
X196870_41,1.201991465,1.149966526,1.166666667,1,1
X196872_13,1.651218063,1.644351259,1.25,1.67032967,1
X196872_33,1.742636449,1.724419265,NA,NA,NA
X196872_48,1.534504711,1.545234288,1,1,1
X196874_28,1.831593928,1.807312496,1.913312693,1.923076923,1.917647059
X196875_49,1.790760685,1.851236061,1.634763787,1.917647059,1.673957621
X196876_58,1.133333333,1.23149319,NA,NA,NA
X196879_37,1.567277167,1.514032508,1.25,1.50877193,1.337662338
X196879_40,1.538222952,1.50031348,1.25,1,1
X196879_51,1,1.196136894,1,1,1.337662338
X196879_52,1,1.196136894,1,1,1.337662338
X196879_64,1.886935287,1.564826151,1.815934066,1.50877193,1.749145591
X196887_45,1.832374582,1.751275771,NA,NA,NA
X196890_5,1.811204482,1.818113102,NA,NA,NA
X196898_10,1.511818687,1.54699003,NA,NA,NA
X196898_62,1.583843159,1.719489398,NA,NA,NA
X196907_54,1.237903226,1.55545022,1.543948805,1.50877193,1.581544771
X196908_62,1.702558398,1.453185422,1.311594203,1.50877193,1.673957621
X196908_67,1.647246941,1.435729756,1.337662338,1.50877193,1.673957621
X196908_68,1.647246941,1.466553788,1.311594203,1.50877193,1.673957621
X196916_33,1.534504711,1.587275198,1.436758893,1.2,1.749145591
X196925_17,1,1.383706413,1,1.181818182,1.181818182
X196928_37,1.201991465,1.149966526,1.166666667,1.368421053,1.673957621
X196937_24,1.389508531,1.446611338,1.859683794,1.45,1.815934066
X196939_47,1.125,1.490907405,1.543948805,1.368421053,1
X196950_40,1.117647059,1.203372755,1,1,1.25
X196950_67,1.321524064,1.489138577,1.717234262,1.575757576,1.815934066
X196952_40,1.766344661,1.877833359,1.749145591,1.368421053,1.880718954
X196952_52,1.117647059,1.144556927,1.47012987,1.717234262,1
X196957_52,1.409047783,1.418592487,1.311594203,1.50877193,1.885030759
X196957_59,1.409047783,1.181322782,1.166666667,1,1
X196981_15,1,1.368463481,NA,NA,NA
X196983_26,1.371713066,1.250847438,1,1,1
X196983_48,1.105263158,1,1,1.181818182,1.47012987
X197008_23,1.719772404,1.709853338,1.886034256,1.764705882,1.749145591
X197008_30,1.573257468,1.218280652,1.543948805,1.222222222,1.909774436
X197008_36,1.512632934,1.587275198,1.710615471,1.222222222,1.181818182
X197015_10,1.339516129,1.149966526,1.166666667,1.405228758,1.337662338
X197015_11,1.511818687,1.222305274,1.634763787,1.50877193,1.581544771
X197019_39,1.801944972,1.804373378,1.901656315,1.869130869,1.903622693
X197020_66,1.133333333,1.217375566,1,1.785714286,1
X197024_58,1.133333333,1.042553191,1,1,1.624148607
X197040_18,1.45444262,1.596174844,1.166666667,1.717234262,1.50877193
X197044_11,1,1,1.311594203,1.607142857,1.581544771
X197056_14,1.105263158,1.078787879,1,1.222222222,1.368421053
X197061_37,1.719772404,1.483286473,1.710615471,1.845201238,1.47012987
X197062_32,1.651218063,1.587275198,1.901656315,1.815934066,1.833333333
X197062_42,1,1.114175888,1.436758893,1,1
X197062_60,1.487752286,1.499861751,1.166666667,1.2,1
X197063_10,1.430589544,1.266468846,1.543948805,1.553921569,1.181818182
X197066_47,1,1.360689171,1.710615471,1.50877193,1.45
X197079_41,1.389508531,1.481036078,1,1,1
X197080_9,1.289230769,1.052631579,NA,NA,NA
X197087_35,1.117647059,1.465572436,1.181818182,1.505494505,1.673957621
X197090_58,1,1,1.436758893,1.181818182,1.181818182
X197094_58,1.252873563,1.111801242,NA,NA,NA
X197095_54,1,1,1.436758893,1.50877193,1.25
X197097_34,1.742636449,1.214398431,1.166666667,1.673957621,1.749145591
X197105_10,1.487752286,1.530758883,1.436758893,1.790299278,1.337662338
X197105_14,1.409047783,1.515297817,1.47012987,1.845201238,1.181818182
X197105_27,1,1.04,1.436758893,1.368421053,1.337662338
X197105_38,1.801944972,1.84593947,1.634763787,1.790299278,1.853588517
X197111_33,1.445573393,1.545234288,1.311594203,1.368421053,1.181818182
X197111_58,1.512632934,1.797447745,1.859683794,1.717234262,1.749145591
X197113_39,1.430589544,1.287410184,1.47012987,1.337662338,1
X197113_45,1.430589544,1.287410184,1.47012987,1.337662338,1
X197113_46,1.872330367,1.763952866,1.749145591,1.853588517,1.50877193
X197114_63,1.887068966,1.863860268,1.749145591,1.67254902,1.222222222
X197127_25,1,1.208404047,1.673957621,1,1.853588517
X197132_16,1.861545756,1.724419265,1.717234262,1.876373626,1.833333333
X197132_62,1.105263158,1.114175888,1.2,1,1.405228758
X197135_8,1.705982906,1.829548443,1.901656315,1.607142857,1.581544771
X197135_9,1.705982906,1.829548443,1.901656315,1.607142857,1.581544771
X197135_40,1.738394649,1.872687439,1.906832298,1.923076923,1.853588517
X197143_62,1.599331104,1.570085154,NA,NA,NA
X197148_35,1.305322129,1.184660819,1.47012987,1.2,1.337662338
X197156_24,1.558176643,1.523353683,1.337662338,1,1
X197158_48,1.201991465,1.155795785,NA,NA,NA
X197165_32,1.26984127,1.280814734,1,1,1
X197165_38,1,1,1.311594203,1.333333333,1.181818182
X197165_42,1.832374582,1.853178824,1.853588517,1.939393939,1.749145591
X197165_49,1.407692308,1.380950145,1.853588517,1.856565657,1.885030759
X197171_41,1.599331104,1.655996635,1.553921569,1.833333333,1.368421053
X197171_57,1.864214047,1.812503286,1.764705882,1.908496732,1.790299278
X197173_50,1.89706258,1.727117819,NA,NA,NA
X197174_19,1.405228758,1.50193114,NA,NA,NA
X197174_48,1.405228758,1,NA,NA,NA
X197174_52,1.553921569,1.33223005,NA,NA,NA
X197178_44,1.430589544,1.355618404,NA,NA,NA
X197181_30,1.647246941,1.498758263,1.337662338,1.47012987,1.47012987
X197194_20,1.801944972,1.807481733,NA,NA,NA
X197194_29,1.117647059,1.260720777,1,1,1
X197195_8,1.45444262,1.103157895,1.553921569,1.45,1.368421053
X197195_50,1.125,1.188801072,1.2,1.25,1.2
X197199_49,1.142857143,1.111801242,1.181818182,1,1
X197203_5,1.125,1.103157895,1.368421053,1,1
X197203_42,1,1.052631579,1.368421053,1,1
X197203_65,1.647246941,1.514751101,NA,NA,NA
X197208_12,1.311594203,1.323384948,1.337662338,1.25,1.673957621
X197208_15,1.822134387,1.74714036,1.80861244,1.607142857,1.853588517
X197208_66,1,1.225987901,1.181818182,1,1.337662338
X197213_5,1.831593928,1.797909668,1.368421053,1.883384933,1.815934066
X197225_12,NA,NA,1,1.25,1
X197225_21,NA,NA,1,1.25,1
X197227_23,1.611713191,1.573134648,NA,NA,NA
X197227_41,1.815544609,1.713452483,NA,NA,NA
X197232_58,1.742636449,1.686807056,1.859683794,1.905882353,1.923076923
X197236_11,1.553921569,1.291891117,1.575757576,1.575757576,1
X197236_45,1.553921569,1,1,1,1
X197245_20,1.125,1.350307287,1.673957621,1.815934066,1
X197245_28,1.511818687,1.586629924,1.47012987,1.25,1.903622693
X197249_36,1.237903226,1.498758263,NA,NA,NA
X197260_56,1,1.07726655,1.166666667,1.368421053,1
X197262_11,1.26984127,1.382336531,NA,NA,NA
X197262_29,1.133333333,1.058823529,NA,NA,NA
X197262_38,1.89706258,1.861525974,NA,NA,NA
X197268_34,1.599331104,1.538611783,1.749145591,1.505494505,1.405228758
X197272_8,1.88685171,1.794094958,1.901656315,1.909774436,1.885030759
X197277_17,1.339516129,1.321730442,1.2,1.2,1
X197277_51,1,1.089341693,1.2,1,1
X197277_61,1.237903226,1.286512228,1,1,1
X197279_55,1.117647059,1.303615575,NA,NA,NA
X197281_14,1,1,1.2,1,1.337662338
X197282_42,1.750250278,1.765277517,1.772727273,1.923076923,1.905882353
X197282_46,1.750250278,1.765277517,1.772727273,1.923076923,1.905882353
X197282_47,1.750250278,1.765277517,1.772727273,1.923076923,1.905882353
X197287_12,1.181818182,1.108763693,NA,NA,NA
X197294_46,1.832374582,1.885758686,1.903622693,1.727472527,1.903622693
X197297_12,1,1,1.166666667,1.2,1.337662338
X197301_23,1.599331104,1.089341693,1.607142857,1,1.764705882
X197301_36,1.674916388,1.627608078,1,1.25,1.553921569
X197301_38,1.634763787,1.089341693,1,1,1
X197302_26,1.117647059,1.040816327,1.436758893,1.368421053,1.181818182
X197302_27,1.117647059,1.040816327,1.436758893,1.368421053,1.181818182
X197310_5,1.611713191,1.605489539,1.222222222,1,1
X197315_22,1.511818687,1.736711099,NA,NA,NA
X197315_25,1.125,1.515187955,NA,NA,NA
X197315_27,1.125,1.515187955,NA,NA,NA
X197315_39,1.339516129,1.342289172,NA,NA,NA
X197315_62,1.511818687,1.487112413,NA,NA,NA
X197319_6,1.894773159,1.772660935,1.822134387,1.624148607,1.581544771
X197319_41,1.766344661,1.551145301,1.822134387,1.790299278,1.673957621
X197326_57,1.153846154,1.420881813,NA,NA,NA
X197327_33,1.675606641,1.67857374,1.581544771,1.222222222,1
X197331_56,1.29065908,1.292618512,NA,NA,NA
X197332_56,1.389508531,1.303615575,1.436758893,1.67032967,1.790299278
X197338_5,1.409047783,1.335986117,1.772727273,1,1.337662338
X197339_27,1,1.118688197,NA,NA,NA
X197340_18,1.480976801,1.745488202,NA,NA,NA
X197345_27,1.573257468,1.222305274,1,1,1
X197347_6,1,1.225987901,1,1,1
X197347_17,1.222222222,1.268564622,1.311594203,1,1.749145591
X197349_15,1.321524064,1.195452384,1,1,1
X197349_35,1.620816802,1.591460764,1.634763787,1.80861244,1.673957621
X197361_20,1.480976801,1.688183629,NA,NA,NA
X197361_35,1.480976801,1.688183629,NA,NA,NA
X197369_34,1.26984127,1,NA,NA,NA
X197371_29,1.22459893,1.312905173,1.181818182,1,1.181818182
X197371_60,1.620816802,1.661836537,1.581544771,1.50877193,1.47012987
X197376_43,1.337662338,1.068965517,NA,NA,NA
X197376_64,1,1.410905791,NA,NA,NA
X197380_29,1.409047783,1.515394967,1.772727273,1.913312693,1.337662338
X197381_60,1.886622074,1.629050614,1.710615471,1,1.80861244
X197386_54,1.117647059,1.15888331,1,1.368421053,1
X197387_19,1.886622074,1.773632864,NA,NA,NA
X197392_11,1.867643468,1.751165646,NA,NA,NA
X197400_56,1.480976801,1.642804544,1.47012987,1.815934066,1.368421053
X197400_66,1.133333333,1.080370292,1.337662338,1,1
X197402_32,1.2,1.24866464,NA,NA,NA
X197402_52,1.822134387,1.880268654,NA,NA,NA
X197405_12,1.117647059,1.255213545,1,1.405228758,1
X197405_44,1.117647059,1.328251446,1,1.405228758,1
X197410_37,1.2,1.173513986,NA,NA,NA
X197417_35,1,1.038461538,1.166666667,1.337662338,1.845201238
X197420_19,1.512632934,1.359083397,1,1,1
X197420_43,1.81893924,1.829149766,1.772727273,1.885030759,1.80861244
X197423_7,1.647246941,1.807312496,1.901656315,1.833333333,1.845201238
X197424_7,1.801944972,1.741766913,1.717234262,1.905882353,1.845201238
X197424_52,1.620816802,1.794972728,1.883384933,1.903622693,1.717234262
X197430_47,1.133333333,1.270067463,NA,NA,NA
X197439_38,1.26984127,1,NA,NA,NA
X197448_48,1.212698413,1.121080627,1.543948805,1,1.337662338
X197449_30,1,1.314992295,1.311594203,1,1
X197454_59,1.45444262,1.67781373,1,1.25,1.181818182
X197461_32,1.909774436,1.573134648,NA,NA,NA
X197461_44,1.909774436,1.573134648,NA,NA,NA
X197464_10,1.389508531,1.155795785,1,1.405228758,1
X197474_6,1.289230769,1,NA,NA,NA
X197474_7,1.289230769,1,NA,NA,NA
X197474_47,1.67254902,1.323384948,NA,NA,NA
X197474_61,1.673957621,1.614207934,NA,NA,NA
X197474_66,1.153846154,1.057142857,NA,NA,NA
X197477_50,1.389508531,1.282382121,1.634763787,1.337662338,1.80861244
X197487_27,1,1.155559669,1.166666667,1.405228758,1
X197493_37,1,1.048780488,1.337662338,1.575757576,1.222222222
X197512_41,1.480976801,1.438079464,1.166666667,1.222222222,1
X197517_67,1.436758893,1.126166587,1.436758893,1.789210789,1.25
X197525_38,1.742636449,1.756445343,1.634763787,1.883384933,1.80861244
X197528_25,1.596197267,1.56666349,1.634763787,1.80861244,1.181818182
X197532_35,1.811204482,1.748684512,1.181818182,1.337662338,1
X197533_26,1.117647059,1.218280652,1.311594203,1,1.337662338
X197533_59,1.724512679,1.709853338,1.710615471,1.553921569,1.47012987
X197539_36,1.111111111,1.116388374,1,1.25,1
X197543_29,1.2,1.064516129,NA,NA,NA
X197543_48,1.790299278,1.341564413,NA,NA,NA
X197548_23,1.567277167,1.538611783,NA,NA,NA
X197548_66,1.867643468,1.812323726,NA,NA,NA
X197549_61,1.22459893,1.116388374,1,1,1
X197550_12,1.111111111,1.188123609,1,1,1
X197551_45,1.125,1.329907344,1,1,1
X197551_46,1.583843159,1.419018892,1.673957621,1.745454545,1.2
X197555_7,1.359605911,1.370004991,1.311594203,1.45,1.368421053
X197555_9,1.252873563,1.298621768,1.311594203,1.607142857,1.368421053
X197555_13,1.675606641,1.576986485,1.436758893,1,1.2
X197555_55,1.133333333,1.137735611,1.543948805,1.25,1.368421053
X197556_57,1.766344661,1.798433776,1.901656315,1.790299278,1.80861244
X197561_32,1.872330367,1.769034497,NA,NA,NA
X197561_34,1.212698413,1.193349107,NA,NA,NA
X197561_40,1.872330367,1.769034497,NA,NA,NA
X197562_28,1.117647059,1,1.166666667,1.337662338,1.337662338
X197562_37,1.558176643,1.586898105,1.543948805,1.80861244,1.581544771
X197565_16,1.237903226,1.17255874,1.166666667,1.25,1
X197572_19,1,1.17635239,1,1,1
X197572_36,1.846524357,1.814134788,1.80861244,1.869130869,1.883384933
X197578_8,1.111111111,1.116388374,1.436758893,1.45,1
X197581_11,NA,NA,1,1.505494505,1
X197581_25,NA,NA,1,1.285714286,1
X197598_53,1.534504711,1.499861751,1.859683794,1,1.47012987
X197602_46,1.29065908,1.149966526,1.311594203,1.581544771,1.47012987
X197607_44,1.824388209,1.73472551,NA,NA,NA
X197607_46,1.647246941,1.560995621,NA,NA,NA
X197611_47,1,1.219807585,NA,NA,NA
X197613_64,1.611713191,1.724419265,1.311594203,1,1.337662338
X197618_56,1.742636449,1.522972297,1.311594203,1.181818182,1.50877193
X197618_61,1.212698413,1.312905173,1.311594203,1,1
X197621_18,1.111111111,1.211958969,1.50877193,1.883384933,1.880718954
X197621_29,1.305322129,1.395737337,1.581544771,1.50877193,1.553921569
X197621_43,1.237903226,1.533814735,1.337662338,1.624148607,1.727472527
X197629_62,1.105263158,1.039215686,1.311594203,1,1.181818182
X197635_61,1.837535014,1.786938459,1.886034256,1.909774436,1.853588517
X197636_44,1,1.147212147,1.47012987,1.2,1
X197638_31,1.832374582,1.804063861,NA,NA,NA
X197642_41,1.371713066,1.292618512,NA,NA,NA
X197643_54,1.558176643,1.600155566,1.581544771,1.790299278,1.673957621
X197648_11,1.142857143,1.098101266,1,1.405228758,1
X197658_34,1.105263158,1.15888331,1.673957621,1.45,1.405228758
X197658_55,1.75777281,1.782659196,1.772727273,1.815934066,1.833333333
X197658_59,1.719772404,1.651428374,1.901656315,1.815934066,1.908496732
X197658_62,1.105263158,1.15888331,1.311594203,1,1.405228758
X197661_17,1.305322129,1.218280652,1.337662338,1.368421053,1.2
X197662_9,1.583843159,1.370004991,1.311594203,1.222222222,1.337662338
X197663_10,1.436758893,1.180316051,NA,NA,NA
X197663_55,1.166666667,1.260720777,NA,NA,NA
X197663_61,1.710615471,1.435729756,NA,NA,NA
X197677_15,1.142857143,1.105886709,NA,NA,NA
X197677_26,1.84029304,1.629688535,NA,NA,NA
X197678_5,1,1.207577519,1.405228758,1.45,1.505494505
X197678_58,1.906832298,1.850674459,1.923076923,1.880718954,1.93006993
X197678_68,1.624148607,1.884412401,1.923076923,1.911538462,1.93006993
X197685_25,1.212698413,1.147212147,1.311594203,1,1.181818182
X197685_32,1.212698413,1.147212147,1.311594203,1,1.181818182
X197690_59,1.125,1.199334252,1,1,1
X197691_38,1.29065908,1.112045864,1.710615471,1.624148607,1.624148607
X197691_39,1.573257468,1.515394967,1.634763787,1.47012987,1.181818182
X197701_24,1.647246941,1.365182486,NA,NA,NA
X197708_12,NA,NA,1.673957621,1.876373626,1.80861244
X197723_5,1.84248459,1.882852292,1.909774436,1.905882353,1.903622693
X197723_46,1.62778568,1.419018892,1.853588517,1.50877193,1.903622693
X197723_49,1.876244666,1.835476646,1.47012987,1.883384933,1.337662338
X197725_15,1.815544609,1.739132206,NA,NA,NA
X197725_23,1.611713191,1.760011976,NA,NA,NA
X197735_10,1.858823529,1.834140863,NA,NA,NA
X197735_46,1.742636449,1.768683343,NA,NA,NA
X197736_60,1.902222222,1.790639562,NA,NA,NA
X197741_18,1.558176643,1.699167499,NA,NA,NA
X197741_20,1.117647059,1.420133664,NA,NA,NA
X197741_28,1.766344661,1.533814735,NA,NA,NA
X197742_9,1.534504711,1.155795785,NA,NA,NA
X197742_27,1.512632934,1.155795785,NA,NA,NA
X197742_43,1.676529161,1.561318613,NA,NA,NA
X197745_54,1,1.134649209,1,1.47012987,1.222222222
X197748_5,1.252873563,1.048780488,1.368421053,1.553921569,1.405228758
X197756_64,1,1.149966526,1.634763787,1,1.337662338
X197759_51,NA,NA,1,1,1.181818182
X197762_46,1.22459893,1.56666349,1.166666667,1.2,1
X197765_24,1,1.054054054,1.337662338,1.181818182,1
X197767_43,1.125,1.128873,NA,NA,NA
X197769_56,1.117647059,1.152825711,1,1,1
X197771_21,1.858823529,1.754102118,1.822134387,1.880718954,1.853588517
X197771_54,1.111111111,1.040816327,1.166666667,1.405228758,1
X197774_13,1,1.180316051,NA,NA,NA
X197774_50,1.252873563,1.226281546,1,1,1
X197778_60,1.111111111,1.080370292,1.337662338,1,1.337662338
X197782_37,1.212698413,1.195452384,1,1.47012987,1.337662338
X197782_56,1.389508531,1.419018892,1.47012987,1.337662338,1.749145591
X197786_30,1.133333333,1.587107372,1.886034256,1.67032967,1.885030759
X197786_43,1.382173382,1.203372755,1.166666667,1.67032967,1.181818182
X197787_41,1.611713191,1.618499971,NA,NA,NA
X197790_13,1.895856507,1.708449146,NA,NA,NA
X197792_12,1,1.040816327,1.181818182,1.181818182,1
X197792_16,1,1.040816327,1.181818182,1.181818182,1
X197792_66,1,1.040816327,1.181818182,1.181818182,1
X197792_67,1,1.080370292,1,1,1.47012987
X197796_26,1.153846154,1.272473729,NA,NA,NA
X197806_17,1.676125582,1.727117819,1.634763787,1.553921569,1.666666667
X197809_50,NA,NA,1.368421053,1.607142857,1.25
X197810_66,1.105263158,1.048780488,1,1.333333333,1.181818182
X197818_6,1.237903226,1.324041326,1.2,1.25,1.553921569
X197818_12,1.583843159,1.615302361,1.673957621,1.815934066,1.880718954
X197827_48,1.389508531,1.246459318,1.311594203,1,1
X197830_21,1.133333333,1.362672029,1,1,1.181818182
X197831_34,1.237903226,1.318807508,NA,NA,NA
X197831_41,1.647246941,1.761051607,NA,NA,NA
X197842_34,1.237903226,1.093516925,1,1,1
X197849_55,1.237903226,1.045454545,1.311594203,1.337662338,1
X197853_35,1.790739711,1.847769659,1.886034256,1.45,1.727472527
X197853_48,1.750250278,1.847769659,1.886034256,1.45,1.727472527
X197854_9,1.487752286,1.264993859,1.2,1,1
X197870_17,1.811204482,1.756445343,1.886034256,1.853588517,1.80861244
X197870_18,1.811204482,1.756445343,1.886034256,1.853588517,1.80861244
X197872_65,1.26984127,1.111801242,1,1,1
X197872_67,1.26984127,1.111801242,1,1,1.181818182
X197883_31,1.642002442,1.221298149,1,1,1
X197888_30,1,1.239995634,NA,NA,NA
X197892_5,1,1.129943503,NA,NA,NA
X197892_11,1.75995116,1.691654619,NA,NA,NA
X197892_22,1,1.129943503,NA,NA,NA
X197894_18,1.705982906,1.668193486,NA,NA,NA
X197901_20,1.133333333,1,1.181818182,1,1
X197902_33,1.634763787,1.275918526,1.166666667,1.181818182,1
X197906_17,1.153846154,1.300583428,NA,NA,NA
X197912_21,1.717234262,1.638758081,NA,NA,NA
X197912_30,1.717234262,1.638758081,NA,NA,NA
X197912_39,1.717234262,1.638758081,NA,NA,NA
X197915_45,1,1,1.311594203,1.2,1
X197918_7,1,1.152825711,1.311594203,1.2,1.405228758
X197918_9,1,1.152825711,1.311594203,1.2,1.405228758
X197918_42,1.487752286,1.717950385,1.710615471,1.624148607,1.222222222
X197927_20,1.724512679,1.711057836,1.886034256,1.624148607,1.624148607
X197931_42,1.538222952,1.432164693,1.47012987,1.405228758,1.581544771
X197939_18,1.567277167,1.496061417,NA,NA,NA
X197939_53,1,1.134649209,NA,NA,NA
X197939_56,1.133333333,1.091381669,NA,NA,NA
X197942_34,1,1.085523172,1.166666667,1.337662338,1
X197944_20,1.252873563,1.12202381,1,1.285714286,1.181818182
X197952_31,1.465749936,1.499861751,1.436758893,1.181818182,1.581544771
X197952_68,1.305322129,1.499861751,1.436758893,1.337662338,1.337662338
X197969_35,1,1.199334252,1.311594203,1.47012987,1
X197972_22,1.724512679,1.54699003,1.859683794,1,1.181818182
X197973_12,1.337662338,1.444676859,NA,NA,NA
X197973_14,1.673957621,1.378250044,NA,NA,NA
X197973_34,1.80861244,1.664386127,NA,NA,NA
X197982_11,1.465749936,1.490907405,1.543948805,1.50877193,1.717234262
X197986_14,1.846524357,1.778317237,1.710615471,1.47012987,1.368421053
X197986_28,1.846524357,1.778317237,1.710615471,1.47012987,1.368421053
X197987_23,1.305322129,1.260105806,1.2,1,1.368421053
X197991_35,1,1.121080627,1.166666667,1,1
X197991_63,1.801944972,1.782659196,1.859683794,1.2,1.790299278
X197992_12,1.710615471,1.423041738,1,1,1
X197993_23,1,1,1.436758893,1,1.581544771
X197996_34,1.558176643,1.756945481,1.634763787,1.25,1.80861244
X197996_35,1.558176643,1.756945481,1.634763787,1.25,1.80861244
X197996_54,1.117647059,1.404446067,1.436758893,1.50877193,1.405228758
X197996_66,1.894773159,1.870009275,1.859683794,1.917647059,1.883384933
X197997_8,1.815544609,1.571551365,1.337662338,1.624148607,1
X197999_19,1.125,1.292618512,1.337662338,1.727472527,1.222222222
